"","unlist.a.","unlist.b.","unlist.c.","unlist.d.","Freq","anio","codigo"
"2120","río bueno","quechua","sí","hombre",40,"2009",14204
"2121","río bueno","mapuche","sí","hombre",2971,"2009",14204
"2122","río bueno","mapuche","no","mujer",368,"2009",14204
"2123","río bueno","no pertenece a ningún pueblo indígena","no","hombre",543,"2009",14204
"2124","río bueno","no pertenece a ningún pueblo indígena","sí","mujer",8603,"2009",14204
"2125","río bueno","mapuche","sí","mujer",2920,"2009",14204
"2126","río bueno","no pertenece a ningún pueblo indígena","sí","hombre",7978,"2009",14204
"2127","río bueno","no pertenece a ningún pueblo indígena","no","mujer",794,"2009",14204
"2128","río claro","no pertenece a ningún pueblo indígena","sí","hombre",4214,"2009",7108
"2129","río claro","no pertenece a ningún pueblo indígena","sí","mujer",4256,"2009",7108
"2130","río claro","mapuche","sí","hombre",56,"2009",7108
"2131","río claro","no pertenece a ningún pueblo indígena","no","mujer",810,"2009",7108
"2132","río claro","no pertenece a ningún pueblo indígena","no","hombre",978,"2009",7108
"2133","río claro","mapuche","sí","mujer",95,"2009",7108
"2134","río hurtado","no pertenece a ningún pueblo indígena","sí","mujer",1635,"2009",4305
"2135","río hurtado","no pertenece a ningún pueblo indígena","no","hombre",199,"2009",4305
"2136","río hurtado","no pertenece a ningún pueblo indígena","no","mujer",199,"2009",4305
"2137","río hurtado","no pertenece a ningún pueblo indígena","sí","hombre",1420,"2009",4305
"2138","río ibáñez","quechua","sí","mujer",6,"2009",11402
"2139","río ibáñez","no pertenece a ningún pueblo indígena","sí","hombre",574,"2009",11402
"2140","río ibáñez","no pertenece a ningún pueblo indígena","no","hombre",47,"2009",11402
"2141","río ibáñez","no pertenece a ningún pueblo indígena","no","mujer",60,"2009",11402
"2142","río ibáñez","no pertenece a ningún pueblo indígena","sí","mujer",492,"2009",11402
"2143","río ibáñez","atacameño","no","mujer",6,"2009",11402
"2144","río ibáñez","mapuche","sí","hombre",133,"2009",11402
"2145","río ibáñez","mapuche","no","mujer",9,"2009",11402
"2146","río ibáñez","atacameño","no","hombre",6,"2009",11402
"2147","río ibáñez","mapuche","sí","mujer",216,"2009",11402
"2148","río ibáñez","mapuche","no","hombre",5,"2009",11402
"2149","río negro","atacameño","sí","mujer",34,"2009",10305
"2150","río negro","mapuche","sí","mujer",1530,"2009",10305
"2151","río negro","no pertenece a ningún pueblo indígena","no","mujer",306,"2009",10305
"2152","río negro","no pertenece a ningún pueblo indígena","no","hombre",159,"2009",10305
"2153","río negro","mapuche","no","hombre",133,"2009",10305
"2154","río negro","mapuche","sí","hombre",1509,"2009",10305
"2155","río negro","mapuche","no","mujer",103,"2009",10305
"2156","río negro","no pertenece a ningún pueblo indígena","sí","mujer",3179,"2009",10305
"2157","río negro","no pertenece a ningún pueblo indígena","sí","hombre",3116,"2009",10305
"2158","romeral","mapuche","sí","mujer",190,"2009",7306
"2159","romeral","mapuche","no","mujer",54,"2009",7306
"2160","romeral","no pertenece a ningún pueblo indígena","no","hombre",597,"2009",7306
"2161","romeral","no pertenece a ningún pueblo indígena","sí","mujer",4884,"2009",7306
"2162","romeral","mapuche","sí","hombre",347,"2009",7306
"2163","romeral","no pertenece a ningún pueblo indígena","no","mujer",512,"2009",7306
"2164","romeral","no pertenece a ningún pueblo indígena","sí","hombre",4451,"2009",7306
"2165","saavedra","quechua","sí","hombre",20,"2009",9116
"2166","saavedra","mapuche","no","hombre",305,"2009",9116
"2167","saavedra","no pertenece a ningún pueblo indígena","sí","mujer",1471,"2009",9116
"2168","saavedra","no pertenece a ningún pueblo indígena","sí","hombre",1934,"2009",9116
"2169","saavedra","no pertenece a ningún pueblo indígena","no","hombre",428,"2009",9116
"2170","saavedra","aymara","sí","hombre",14,"2009",9116
"2171","saavedra","rapa nui ","sí","mujer",56,"2009",9116
"2172","saavedra","rapa nui ","sí","hombre",42,"2009",9116
"2173","saavedra","mapuche","sí","mujer",2634,"2009",9116
"2174","saavedra","aymara","sí","mujer",20,"2009",9116
"2175","saavedra","mapuche","sí","hombre",2526,"2009",9116
"2176","saavedra","kawésqar","sí","hombre",14,"2009",9116
"2177","saavedra","mapuche","no","mujer",616,"2009",9116
"2178","saavedra","no pertenece a ningún pueblo indígena","no","mujer",104,"2009",9116
"2179","sagrada familia","mapuche","sí","hombre",79,"2009",7307
"2180","sagrada familia","no pertenece a ningún pueblo indígena","sí","hombre",6595,"2009",7307
"2181","sagrada familia","no pertenece a ningún pueblo indígena","sí","mujer",6470,"2009",7307
"2182","sagrada familia","no pertenece a ningún pueblo indígena","no","hombre",1043,"2009",7307
"2183","sagrada familia","mapuche","sí","mujer",43,"2009",7307
"2184","sagrada familia","no pertenece a ningún pueblo indígena","no","mujer",1149,"2009",7307
"2185","salamanca","no pertenece a ningún pueblo indígena","no","hombre",393,"2009",4204
"2186","salamanca","no pertenece a ningún pueblo indígena","no","mujer",334,"2009",4204
"2187","salamanca","diaguita","sí","mujer",70,"2009",4204
"2188","salamanca","mapuche","sí","hombre",97,"2009",4204
"2189","salamanca","diaguita","no","mujer",18,"2009",4204
"2190","salamanca","no pertenece a ningún pueblo indígena","sí","hombre",8167,"2009",4204
"2191","salamanca","diaguita","sí","hombre",88,"2009",4204
"2192","salamanca","mapuche","sí","mujer",100,"2009",4204
"2193","salamanca","diaguita","no","hombre",18,"2009",4204
"2194","salamanca","no pertenece a ningún pueblo indígena","sí","mujer",8881,"2009",4204
"2195","san antonio","no pertenece a ningún pueblo indígena","no","mujer",1233,"2009",5601
"2196","san antonio","aymara","sí","mujer",86,"2009",5601
"2197","san antonio","no pertenece a ningún pueblo indígena","sí","hombre",30688,"2009",5601
"2198","san antonio","mapuche","sí","hombre",1122,"2009",5601
"2199","san antonio","atacameño","sí","hombre",190,"2009",5601
"2200","san antonio","mapuche","no","mujer",43,"2009",5601
"2201","san antonio","no pertenece a ningún pueblo indígena","sí","mujer",38596,"2009",5601
"2202","san antonio","no pertenece a ningún pueblo indígena","no","hombre",957,"2009",5601
"2203","san antonio","mapuche","sí","mujer",1406,"2009",5601
"2204","san bernardo","mapuche","sí","hombre",4056,"2009",13401
"2205","san bernardo","no pertenece a ningún pueblo indígena","no","hombre",2347,"2009",13401
"2206","san bernardo","mapuche","no","hombre",517,"2009",13401
"2207","san bernardo","no pertenece a ningún pueblo indígena","sí","hombre",100153,"2009",13401
"2208","san bernardo","mapuche","sí","mujer",3871,"2009",13401
"2209","san bernardo","no pertenece a ningún pueblo indígena","no","mujer",3574,"2009",13401
"2210","san bernardo","no pertenece a ningún pueblo indígena","sí","mujer",119313,"2009",13401
"2211","san carlos","mapuche","no","hombre",37,"2009",16301
"2212","san carlos","no pertenece a ningún pueblo indígena","no","hombre",1907,"2009",16301
"2213","san carlos","mapuche","sí","mujer",218,"2009",16301
"2214","san carlos","no pertenece a ningún pueblo indígena","sí","hombre",17936,"2009",16301
"2215","san carlos","no pertenece a ningún pueblo indígena","sí","mujer",20211,"2009",16301
"2216","san carlos","no pertenece a ningún pueblo indígena","no","mujer",1658,"2009",16301
"2217","san carlos","mapuche","sí","hombre",37,"2009",16301
"2218","san clemente","mapuche","sí","mujer",603,"2009",7109
"2219","san clemente","no pertenece a ningún pueblo indígena","sí","mujer",13580,"2009",7109
"2220","san clemente","mapuche","sí","hombre",403,"2009",7109
"2221","san clemente","atacameño","sí","mujer",40,"2009",7109
"2222","san clemente","no pertenece a ningún pueblo indígena","no","hombre",2470,"2009",7109
"2223","san clemente","no pertenece a ningún pueblo indígena","sí","hombre",13199,"2009",7109
"2224","san clemente","no pertenece a ningún pueblo indígena","no","mujer",1190,"2009",7109
"2225","san esteban","diaguita","no","hombre",10,"2009",5304
"2226","san esteban","rapa nui ","sí","mujer",16,"2009",5304
"2227","san esteban","diaguita","sí","mujer",10,"2009",5304
"2228","san esteban","no pertenece a ningún pueblo indígena","sí","mujer",5891,"2009",5304
"2229","san esteban","diaguita","sí","hombre",10,"2009",5304
"2230","san esteban","mapuche","sí","hombre",25,"2009",5304
"2231","san esteban","no pertenece a ningún pueblo indígena","no","mujer",275,"2009",5304
"2232","san esteban","no pertenece a ningún pueblo indígena","sí","hombre",5888,"2009",5304
"2233","san esteban","no pertenece a ningún pueblo indígena","no","hombre",302,"2009",5304
"2234","san esteban","mapuche","sí","mujer",82,"2009",5304
"2235","san fabián","no pertenece a ningún pueblo indígena","no","mujer",180,"2009",16304
"2236","san fabián","no pertenece a ningún pueblo indígena","sí","mujer",1182,"2009",16304
"2237","san fabián","mapuche","no","mujer",9,"2009",16304
"2238","san fabián","no pertenece a ningún pueblo indígena","sí","hombre",995,"2009",16304
"2239","san fabián","no pertenece a ningún pueblo indígena","no","hombre",149,"2009",16304
"2240","san fabián","mapuche","sí","hombre",39,"2009",16304
"2241","san fabián","mapuche","sí","mujer",25,"2009",16304
"2242","san felipe","rapa nui ","sí","hombre",93,"2009",5701
"2243","san felipe","mapuche","sí","mujer",545,"2009",5701
"2244","san felipe","no pertenece a ningún pueblo indígena","sí","hombre",25993,"2009",5701
"2245","san felipe","no pertenece a ningún pueblo indígena","no","mujer",919,"2009",5701
"2246","san felipe","mapuche","no","hombre",77,"2009",5701
"2247","san felipe","no pertenece a ningún pueblo indígena","sí","mujer",30207,"2009",5701
"2248","san felipe","no pertenece a ningún pueblo indígena","no","hombre",468,"2009",5701
"2249","san fernando","no pertenece a ningún pueblo indígena","no","mujer",1509,"2009",6301
"2250","san fernando","no pertenece a ningún pueblo indígena","sí","mujer",26469,"2009",6301
"2251","san fernando","mapuche","sí","hombre",422,"2009",6301
"2252","san fernando","no pertenece a ningún pueblo indígena","sí","hombre",26337,"2009",6301
"2253","san fernando","no pertenece a ningún pueblo indígena","no","hombre",1833,"2009",6301
"2254","san fernando","mapuche","sí","mujer",576,"2009",6301
"2255","san gregorio","no pertenece a ningún pueblo indígena","sí","hombre",112,"2009",12104
"2256","san gregorio","mapuche","sí","hombre",21,"2009",12104
"2257","san gregorio","mapuche","sí","mujer",42,"2009",12104
"2258","san gregorio","kawésqar","sí","hombre",7,"2009",12104
"2259","san gregorio","yagán","sí","mujer",7,"2009",12104
"2260","san gregorio","kawésqar","sí","mujer",7,"2009",12104
"2261","san gregorio","no pertenece a ningún pueblo indígena","sí","mujer",77,"2009",12104
"2262","san ignacio","no pertenece a ningún pueblo indígena","sí","hombre",5572,"2009",16108
"2263","san ignacio","no pertenece a ningún pueblo indígena","no","hombre",905,"2009",16108
"2264","san ignacio","no pertenece a ningún pueblo indígena","sí","mujer",5822,"2009",16108
"2265","san ignacio","no pertenece a ningún pueblo indígena","no","mujer",856,"2009",16108
"2266","san javier","no pertenece a ningún pueblo indígena","no","hombre",1200,"2009",7406
"2267","san javier","no pertenece a ningún pueblo indígena","no","mujer",1772,"2009",7406
"2268","san javier","mapuche","sí","hombre",132,"2009",7406
"2269","san javier","no pertenece a ningún pueblo indígena","sí","mujer",14869,"2009",7406
"2270","san javier","no pertenece a ningún pueblo indígena","sí","hombre",13649,"2009",7406
"2271","san javier","mapuche","sí","mujer",66,"2009",7406
"2272","san joaquín","atacameño","sí","mujer",114,"2009",13129
"2273","san joaquín","no pertenece a ningún pueblo indígena","no","hombre",607,"2009",13129
"2274","san joaquín","mapuche","no","hombre",82,"2009",13129
"2275","san joaquín","mapuche","sí","mujer",692,"2009",13129
"2276","san joaquín","mapuche","sí","hombre",1168,"2009",13129
"2277","san joaquín","no pertenece a ningún pueblo indígena","no","mujer",585,"2009",13129
"2278","san joaquín","no pertenece a ningún pueblo indígena","sí","hombre",27978,"2009",13129
"2279","san joaquín","no pertenece a ningún pueblo indígena","sí","mujer",31996,"2009",13129
"2280","san josé de maipo","no pertenece a ningún pueblo indígena","no","hombre",162,"2009",13203
"2281","san josé de maipo","mapuche","sí","mujer",213,"2009",13203
"2282","san josé de maipo","no pertenece a ningún pueblo indígena","sí","mujer",5329,"2009",13203
"2283","san josé de maipo","no pertenece a ningún pueblo indígena","sí","hombre",4967,"2009",13203
"2284","san josé de maipo","no pertenece a ningún pueblo indígena","no","mujer",162,"2009",13203
"2285","san josé de maipo","mapuche","sí","hombre",54,"2009",13203
"2286","san josé de maipo","rapa nui ","sí","mujer",20,"2009",13203
"2287","san juan de la costa","no pertenece a ningún pueblo indígena","sí","hombre",593,"2009",10306
"2288","san juan de la costa","mapuche","no","mujer",450,"2009",10306
"2289","san juan de la costa","mapuche","sí","mujer",1544,"2009",10306
"2290","san juan de la costa","no pertenece a ningún pueblo indígena","no","mujer",104,"2009",10306
"2291","san juan de la costa","aymara","sí","mujer",20,"2009",10306
"2292","san juan de la costa","mapuche","no","hombre",334,"2009",10306
"2293","san juan de la costa","aymara","sí","hombre",14,"2009",10306
"2294","san juan de la costa","no pertenece a ningún pueblo indígena","sí","mujer",571,"2009",10306
"2295","san juan de la costa","no pertenece a ningún pueblo indígena","no","hombre",29,"2009",10306
"2296","san juan de la costa","mapuche","sí","hombre",1806,"2009",10306
"2297","san miguel","no pertenece a ningún pueblo indígena","no","mujer",506,"2009",13130
"2298","san miguel","no pertenece a ningún pueblo indígena","sí","hombre",25967,"2009",13130
"2299","san miguel","no pertenece a ningún pueblo indígena","no","hombre",67,"2009",13130
"2300","san miguel","mapuche","sí","hombre",333,"2009",13130
"2301","san miguel","mapuche","sí","mujer",132,"2009",13130
"2302","san miguel","no pertenece a ningún pueblo indígena","sí","mujer",30050,"2009",13130
"2303","san nicolás","aymara","sí","mujer",36,"2009",16305
"2304","san nicolás","aymara","sí","hombre",24,"2009",16305
"2305","san nicolás","no pertenece a ningún pueblo indígena","no","mujer",490,"2009",16305
"2306","san nicolás","mapuche","sí","mujer",24,"2009",16305
"2307","san nicolás","no pertenece a ningún pueblo indígena","no","hombre",590,"2009",16305
"2308","san nicolás","no pertenece a ningún pueblo indígena","sí","hombre",3276,"2009",16305
"2309","san nicolás","mapuche","sí","hombre",55,"2009",16305
"2310","san nicolás","no pertenece a ningún pueblo indígena","sí","mujer",3402,"2009",16305
"2311","san pablo","aymara","no","mujer",9,"2009",10307
"2312","san pablo","mapuche","no","hombre",124,"2009",10307
"2313","san pablo","mapuche","sí","mujer",1106,"2009",10307
"2314","san pablo","no pertenece a ningún pueblo indígena","sí","mujer",2120,"2009",10307
"2315","san pablo","aymara","sí","mujer",45,"2009",10307
"2316","san pablo","no pertenece a ningún pueblo indígena","no","hombre",115,"2009",10307
"2317","san pablo","no pertenece a ningún pueblo indígena","sí","hombre",2050,"2009",10307
"2318","san pablo","mapuche","sí","hombre",1334,"2009",10307
"2319","san pablo","aymara","sí","hombre",41,"2009",10307
"2320","san pablo","no pertenece a ningún pueblo indígena","no","mujer",148,"2009",10307
"2321","san pablo","quechua","sí","mujer",16,"2009",10307
"2322","san pablo","mapuche","no","mujer",180,"2009",10307
"2323","san pedro","mapuche","no","mujer",24,"2009",13505
"2324","san pedro","aymara","sí","mujer",9,"2009",13505
"2325","san pedro","mapuche","sí","mujer",44,"2009",13505
"2326","san pedro","no pertenece a ningún pueblo indígena","sí","mujer",2579,"2009",13505
"2327","san pedro","mapuche","sí","hombre",72,"2009",13505
"2328","san pedro","no pertenece a ningún pueblo indígena","sí","hombre",2859,"2009",13505
"2329","san pedro","quechua","sí","mujer",24,"2009",13505
"2330","san pedro","no pertenece a ningún pueblo indígena","no","mujer",210,"2009",13505
"2331","san pedro","no pertenece a ningún pueblo indígena","no","hombre",264,"2009",13505
"2332","san pedro","atacameño","sí","mujer",8,"2009",13505
"2333","san pedro de atacama","mapuche","sí","mujer",5,"2009",2203
"2334","san pedro de atacama","aymara","sí","hombre",76,"2009",2203
"2335","san pedro de atacama","atacameño","sí","mujer",1597,"2009",2203
"2336","san pedro de atacama","aymara","sí","mujer",59,"2009",2203
"2337","san pedro de atacama","no pertenece a ningún pueblo indígena","no","hombre",20,"2009",2203
"2338","san pedro de atacama","quechua","sí","hombre",27,"2009",2203
"2339","san pedro de atacama","atacameño","sí","hombre",1498,"2009",2203
"2340","san pedro de atacama","no pertenece a ningún pueblo indígena","no","mujer",21,"2009",2203
"2341","san pedro de atacama","mapuche","sí","hombre",14,"2009",2203
"2342","san pedro de atacama","atacameño","no","mujer",263,"2009",2203
"2343","san pedro de atacama","quechua","sí","mujer",26,"2009",2203
"2344","san pedro de atacama","aymara","no","mujer",5,"2009",2203
"2345","san pedro de atacama","atacameño","no","hombre",58,"2009",2203
"2346","san pedro de atacama","no pertenece a ningún pueblo indígena","sí","mujer",678,"2009",2203
"2347","san pedro de atacama","no pertenece a ningún pueblo indígena","sí","hombre",678,"2009",2203
"2348","san pedro de la paz","no pertenece a ningún pueblo indígena","no","mujer",1092,"2009",8108
"2349","san pedro de la paz","mapuche","sí","mujer",1599,"2009",8108
"2350","san pedro de la paz","mapuche","no","mujer",303,"2009",8108
"2351","san pedro de la paz","no pertenece a ningún pueblo indígena","sí","mujer",36774,"2009",8108
"2352","san pedro de la paz","mapuche","no","hombre",198,"2009",8108
"2353","san pedro de la paz","no pertenece a ningún pueblo indígena","sí","hombre",31442,"2009",8108
"2354","san pedro de la paz","mapuche","sí","hombre",1580,"2009",8108
"2355","san pedro de la paz","no pertenece a ningún pueblo indígena","no","hombre",581,"2009",8108
"2356","san rafael","no pertenece a ningún pueblo indígena","no","mujer",396,"2009",7110
"2357","san rafael","no pertenece a ningún pueblo indígena","sí","hombre",2533,"2009",7110
"2358","san rafael","no pertenece a ningún pueblo indígena","no","hombre",461,"2009",7110
"2359","san rafael","no pertenece a ningún pueblo indígena","sí","mujer",2736,"2009",7110
"2360","san rafael","mapuche","sí","mujer",94,"2009",7110
"2361","san rafael","mapuche","sí","hombre",40,"2009",7110
"2362","san ramón","mapuche","sí","mujer",1566,"2009",13131
"2363","san ramón","no pertenece a ningún pueblo indígena","no","mujer",1198,"2009",13131
"2364","san ramón","no pertenece a ningún pueblo indígena","sí","mujer",32083,"2009",13131
"2365","san ramón","no pertenece a ningún pueblo indígena","no","hombre",1037,"2009",13131
"2366","san ramón","no pertenece a ningún pueblo indígena","sí","hombre",28846,"2009",13131
"2367","san ramón","mapuche","sí","hombre",1476,"2009",13131
"2368","san rosendo","no pertenece a ningún pueblo indígena","sí","hombre",1232,"2009",8310
"2369","san rosendo","mapuche","sí","hombre",17,"2009",8310
"2370","san rosendo","no pertenece a ningún pueblo indígena","no","hombre",104,"2009",8310
"2371","san rosendo","no pertenece a ningún pueblo indígena","no","mujer",80,"2009",8310
"2372","san rosendo","mapuche","sí","mujer",22,"2009",8310
"2373","san rosendo","no pertenece a ningún pueblo indígena","sí","mujer",1260,"2009",8310
"2374","san vicente","no pertenece a ningún pueblo indígena","no","hombre",1017,"2009",6117
"2375","san vicente","no pertenece a ningún pueblo indígena","sí","hombre",15909,"2009",6117
"2376","san vicente","mapuche","sí","hombre",466,"2009",6117
"2377","san vicente","no pertenece a ningún pueblo indígena","no","mujer",929,"2009",6117
"2378","san vicente","mapuche","sí","mujer",145,"2009",6117
"2379","san vicente","no pertenece a ningún pueblo indígena","sí","mujer",15938,"2009",6117
"2380","santa bárbara","mapuche","sí","mujer",188,"2009",8311
"2381","santa bárbara","no pertenece a ningún pueblo indígena","no","hombre",579,"2009",8311
"2382","santa bárbara","no pertenece a ningún pueblo indígena","no","mujer",457,"2009",8311
"2383","santa bárbara","mapuche","sí","hombre",106,"2009",8311
"2384","santa bárbara","no pertenece a ningún pueblo indígena","sí","mujer",4786,"2009",8311
"2385","santa bárbara","mapuche","no","hombre",7,"2009",8311
"2386","santa bárbara","no pertenece a ningún pueblo indígena","sí","hombre",4535,"2009",8311
"2387","santa cruz","mapuche","sí","hombre",156,"2009",6310
"2388","santa cruz","no pertenece a ningún pueblo indígena","no","mujer",693,"2009",6310
"2389","santa cruz","no pertenece a ningún pueblo indígena","sí","hombre",12775,"2009",6310
"2390","santa cruz","mapuche","no","mujer",29,"2009",6310
"2391","santa cruz","mapuche","sí","mujer",485,"2009",6310
"2392","santa cruz","mapuche","no","hombre",29,"2009",6310
"2393","santa cruz","no pertenece a ningún pueblo indígena","sí","mujer",12383,"2009",6310
"2394","santa cruz","no pertenece a ningún pueblo indígena","no","hombre",909,"2009",6310
"2395","santa juana","mapuche","no","hombre",34,"2009",8109
"2396","santa juana","aymara","sí","mujer",17,"2009",8109
"2397","santa juana","no pertenece a ningún pueblo indígena","sí","mujer",4541,"2009",8109
"2398","santa juana","mapuche","no","mujer",17,"2009",8109
"2399","santa juana","no pertenece a ningún pueblo indígena","no","mujer",414,"2009",8109
"2400","santa juana","aymara","sí","hombre",17,"2009",8109
"2401","santa juana","mapuche","sí","hombre",388,"2009",8109
"2402","santa juana","mapuche","sí","mujer",177,"2009",8109
"2403","santa juana","no pertenece a ningún pueblo indígena","no","hombre",364,"2009",8109
"2404","santa juana","no pertenece a ningún pueblo indígena","sí","hombre",4629,"2009",8109
"2405","santa maría","mapuche","sí","mujer",65,"2009",5706
"2406","santa maría","no pertenece a ningún pueblo indígena","sí","mujer",5970,"2009",5706
"2407","santa maría","no pertenece a ningún pueblo indígena","sí","hombre",4843,"2009",5706
"2408","santa maría","mapuche","sí","hombre",151,"2009",5706
"2409","santa maría","mapuche","no","mujer",19,"2009",5706
"2410","santa maría","no pertenece a ningún pueblo indígena","no","hombre",346,"2009",5706
"2411","santa maría","no pertenece a ningún pueblo indígena","no","mujer",219,"2009",5706
"2412","santa maría","mapuche","no","hombre",19,"2009",5706
"2413","santiago","aymara","sí","hombre",221,"2009",13101
"2414","santiago","quechua","sí","hombre",2158,"2009",13101
"2415","santiago","mapuche","sí","mujer",2878,"2009",13101
"2416","santiago","no pertenece a ningún pueblo indígena","no","mujer",1002,"2009",13101
"2417","santiago","no pertenece a ningún pueblo indígena","sí","hombre",58881,"2009",13101
"2418","santiago","no pertenece a ningún pueblo indígena","sí","mujer",61022,"2009",13101
"2419","santiago","mapuche","sí","hombre",876,"2009",13101
"2420","santiago","no pertenece a ningún pueblo indígena","no","hombre",212,"2009",13101
"2421","santiago","kawésqar","sí","mujer",118,"2009",13101
"2422","santo domingo","mapuche","no","hombre",22,"2009",5606
"2423","santo domingo","no pertenece a ningún pueblo indígena","no","mujer",170,"2009",5606
"2424","santo domingo","no pertenece a ningún pueblo indígena","sí","hombre",3109,"2009",5606
"2425","santo domingo","no pertenece a ningún pueblo indígena","sí","mujer",3393,"2009",5606
"2426","santo domingo","mapuche","sí","hombre",25,"2009",5606
"2427","santo domingo","mapuche","sí","mujer",114,"2009",5606
"2428","santo domingo","no pertenece a ningún pueblo indígena","no","hombre",210,"2009",5606
"2429","santo domingo","aymara","sí","mujer",14,"2009",5606
"2430","sierra gorda","atacameño","sí","hombre",39,"2009",2103
"2431","sierra gorda","diaguita","sí","hombre",4,"2009",2103
"2432","sierra gorda","mapuche","sí","hombre",10,"2009",2103
"2433","sierra gorda","mapuche","no","mujer",3,"2009",2103
"2434","sierra gorda","mapuche","sí","mujer",17,"2009",2103
"2435","sierra gorda","no pertenece a ningún pueblo indígena","sí","mujer",492,"2009",2103
"2436","sierra gorda","atacameño","sí","mujer",28,"2009",2103
"2437","sierra gorda","no pertenece a ningún pueblo indígena","sí","hombre",437,"2009",2103
"2438","sierra gorda","no pertenece a ningún pueblo indígena","no","mujer",5,"2009",2103
"2439","sierra gorda","no pertenece a ningún pueblo indígena","no","hombre",3,"2009",2103
"2440","sierra gorda","aymara","sí","mujer",4,"2009",2103
"2441","talagante","no pertenece a ningún pueblo indígena","sí","mujer",28151,"2009",13601
"2442","talagante","mapuche","sí","hombre",1121,"2009",13601
"2443","talagante","no pertenece a ningún pueblo indígena","sí","hombre",24780,"2009",13601
"2444","talagante","mapuche","no","hombre",122,"2009",13601
"2445","talagante","no pertenece a ningún pueblo indígena","no","mujer",461,"2009",13601
"2446","talagante","no pertenece a ningún pueblo indígena","no","hombre",998,"2009",13601
"2447","talagante","mapuche","sí","mujer",502,"2009",13601
"2448","talagante","mapuche","no","mujer",50,"2009",13601
"2449","talca","aymara","sí","mujer",155,"2009",7101
"2450","talca","no pertenece a ningún pueblo indígena","no","hombre",4212,"2009",7101
"2451","talca","no pertenece a ningún pueblo indígena","sí","hombre",76830,"2009",7101
"2452","talca","no pertenece a ningún pueblo indígena","no","mujer",5085,"2009",7101
"2453","talca","mapuche","sí","hombre",462,"2009",7101
"2454","talca","mapuche","sí","mujer",614,"2009",7101
"2455","talca","mapuche","no","mujer",314,"2009",7101
"2456","talca","no pertenece a ningún pueblo indígena","sí","mujer",96711,"2009",7101
"2457","talcahuano","mapuche","no","mujer",115,"2009",8110
"2458","talcahuano","no pertenece a ningún pueblo indígena","sí","mujer",69179,"2009",8110
"2459","talcahuano","no pertenece a ningún pueblo indígena","no","mujer",1617,"2009",8110
"2460","talcahuano","mapuche","sí","hombre",625,"2009",8110
"2461","talcahuano","mapuche","sí","mujer",1246,"2009",8110
"2462","talcahuano","no pertenece a ningún pueblo indígena","sí","hombre",62472,"2009",8110
"2463","talcahuano","no pertenece a ningún pueblo indígena","no","hombre",1204,"2009",8110
"2464","taltal","atacameño","sí","mujer",8,"2009",2104
"2465","taltal","no pertenece a ningún pueblo indígena","sí","mujer",3055,"2009",2104
"2466","taltal","no pertenece a ningún pueblo indígena","no","mujer",97,"2009",2104
"2467","taltal","kawésqar","sí","mujer",17,"2009",2104
"2468","taltal","atacameño","sí","hombre",17,"2009",2104
"2469","taltal","mapuche","sí","mujer",6,"2009",2104
"2470","taltal","aymara","sí","mujer",14,"2009",2104
"2471","taltal","kawésqar","sí","hombre",17,"2009",2104
"2472","taltal","diaguita","sí","hombre",28,"2009",2104
"2473","taltal","diaguita","sí","mujer",25,"2009",2104
"2474","taltal","mapuche","sí","hombre",4,"2009",2104
"2475","taltal","aymara","sí","hombre",28,"2009",2104
"2476","taltal","no pertenece a ningún pueblo indígena","no","hombre",108,"2009",2104
"2477","taltal","no pertenece a ningún pueblo indígena","sí","hombre",2905,"2009",2104
"2478","temuco","mapuche","sí","mujer",18171,"2009",9101
"2479","temuco","mapuche","no","mujer",1081,"2009",9101
"2480","temuco","mapuche","sí","hombre",21421,"2009",9101
"2481","temuco","mapuche","no","hombre",528,"2009",9101
"2482","temuco","no pertenece a ningún pueblo indígena","sí","mujer",99736,"2009",9101
"2483","temuco","aymara","sí","hombre",183,"2009",9101
"2484","temuco","rapa nui ","sí","mujer",183,"2009",9101
"2485","temuco","no pertenece a ningún pueblo indígena","no","hombre",1295,"2009",9101
"2486","temuco","no pertenece a ningún pueblo indígena","no","mujer",2431,"2009",9101
"2487","temuco","no pertenece a ningún pueblo indígena","sí","hombre",86099,"2009",9101
"2488","teno","no pertenece a ningún pueblo indígena","no","mujer",1067,"2009",7308
"2489","teno","mapuche","sí","mujer",46,"2009",7308
"2490","teno","quechua","sí","hombre",36,"2009",7308
"2491","teno","mapuche","no","mujer",38,"2009",7308
"2492","teno","mapuche","sí","hombre",23,"2009",7308
"2493","teno","no pertenece a ningún pueblo indígena","sí","hombre",9496,"2009",7308
"2494","teno","no pertenece a ningún pueblo indígena","sí","mujer",9934,"2009",7308
"2495","teno","no pertenece a ningún pueblo indígena","no","hombre",1091,"2009",7308
"2496","teodoro schmidt","aymara","sí","hombre",30,"2009",9117
"2497","teodoro schmidt","no pertenece a ningún pueblo indígena","sí","hombre",3264,"2009",9117
"2498","teodoro schmidt","no pertenece a ningún pueblo indígena","no","hombre",197,"2009",9117
"2499","teodoro schmidt","mapuche","sí","hombre",2673,"2009",9117
"2500","teodoro schmidt","mapuche","no","hombre",296,"2009",9117
"2501","teodoro schmidt","no pertenece a ningún pueblo indígena","sí","mujer",3136,"2009",9117
"2502","teodoro schmidt","no pertenece a ningún pueblo indígena","no","mujer",236,"2009",9117
"2503","teodoro schmidt","mapuche","no","mujer",318,"2009",9117
