"","Group.1","Group.2","Group.3","Group.4","mean.dataset2006_final$ytotaj"
"2164","coronel ","sí","no pertenece a ningún pueblo indígena","mujer",185946.601351351
"2165","chiguayante ","sí","no pertenece a ningún pueblo indígena","mujer",287054.163398693
"2166","florida ","sí","no pertenece a ningún pueblo indígena","mujer",122897.635294118
"2167","hualqui ","sí","no pertenece a ningún pueblo indígena","mujer",183205.53271028
"2168","lota ","sí","no pertenece a ningún pueblo indígena","mujer",159540.532467532
"2169","penco ","sí","no pertenece a ningún pueblo indígena","mujer",176325.226027397
"2170","san pedro de la paz ","sí","no pertenece a ningún pueblo indígena","mujer",280398.78343949
"2171","santa juana ","sí","no pertenece a ningún pueblo indígena","mujer",139139.159574468
"2172","talcahuano ","sí","no pertenece a ningún pueblo indígena","mujer",244121.754189944
"2173","tomé ","sí","no pertenece a ningún pueblo indígena","mujer",177498.621428571
"2174","hualpén ","sí","no pertenece a ningún pueblo indígena","mujer",240221.527131783
"2175","lebu ","sí","no pertenece a ningún pueblo indígena","mujer",127701.932038835
"2176","arauco ","sí","no pertenece a ningún pueblo indígena","mujer",133471.322222222
"2177","cañete ","sí","no pertenece a ningún pueblo indígena","mujer",178402.934065934
"2178","contulmo ","sí","no pertenece a ningún pueblo indígena","mujer",84921.115942029
"2179","curanilahue ","sí","no pertenece a ningún pueblo indígena","mujer",158524.89
"2180","los alamos ","sí","no pertenece a ningún pueblo indígena","mujer",134406.417910448
"2181","tirúa ","sí","no pertenece a ningún pueblo indígena","mujer",139494.211267606
"2182","los angeles ","sí","no pertenece a ningún pueblo indígena","mujer",221111.617283951
"2183","antuco ","sí","no pertenece a ningún pueblo indígena","mujer",144916.038095238
"2184","cabrero ","sí","no pertenece a ningún pueblo indígena","mujer",189906.024096386
"2185","laja ","sí","no pertenece a ningún pueblo indígena","mujer",201808.146067416
"2186","mulchén ","sí","no pertenece a ningún pueblo indígena","mujer",134052.881944444
"2187","nacimiento ","sí","no pertenece a ningún pueblo indígena","mujer",135933.633802817
"2188","negrete ","sí","no pertenece a ningún pueblo indígena","mujer",98860.3786407767
"2189","quilaco ","sí","no pertenece a ningún pueblo indígena","mujer",131079.122641509
"2190","quilleco","sí","no pertenece a ningún pueblo indígena","mujer",118577.476190476
"2191","san rosendo ","sí","no pertenece a ningún pueblo indígena","mujer",145901.964705882
"2192","santa bárbara ","sí","no pertenece a ningún pueblo indígena","mujer",127734.150537634
"2193","tucapel","sí","no pertenece a ningún pueblo indígena","mujer",142854.991525424
"2194","yumbel ","sí","no pertenece a ningún pueblo indígena","mujer",122600.739583333
"2195","alto bío bío ","sí","no pertenece a ningún pueblo indígena","mujer",163275.92
"2196","chillán ","sí","no pertenece a ningún pueblo indígena","mujer",184498.421621622
"2197","bulnes ","sí","no pertenece a ningún pueblo indígena","mujer",167487.724137931
"2198","cobquecura ","sí","no pertenece a ningún pueblo indígena","mujer",125224.366972477
"2199","coelemu ","sí","no pertenece a ningún pueblo indígena","mujer",134259.723214286
"2200","coihueco ","sí","no pertenece a ningún pueblo indígena","mujer",125699.956043956
"2201","chillán viejo ","sí","no pertenece a ningún pueblo indígena","mujer",181816.256410256
"2202","el carmen ","sí","no pertenece a ningún pueblo indígena","mujer",102217.824324324
"2203","ninhue ","sí","no pertenece a ningún pueblo indígena","mujer",118010.240963855
"2204","Ñiquén ","sí","no pertenece a ningún pueblo indígena","mujer",112309.261363636
"2205","pemuco ","sí","no pertenece a ningún pueblo indígena","mujer",125690.886597938
"2206","pinto ","sí","no pertenece a ningún pueblo indígena","mujer",114360.885714286
"2207","portezuelo ","sí","no pertenece a ningún pueblo indígena","mujer",137639.99047619
"2208","quillón ","sí","no pertenece a ningún pueblo indígena","mujer",145024.168141593
"2209","quirihue ","sí","no pertenece a ningún pueblo indígena","mujer",125178.792792793
"2210","ránquil ","sí","no pertenece a ningún pueblo indígena","mujer",136456.873684211
"2211","san carlos ","sí","no pertenece a ningún pueblo indígena","mujer",173672.942028986
"2212","san fabián ","sí","no pertenece a ningún pueblo indígena","mujer",124219.164705882
"2213","san ignacio ","sí","no pertenece a ningún pueblo indígena","mujer",75019.4606741573
"2214","san nicolás ","sí","no pertenece a ningún pueblo indígena","mujer",94580.3647058824
"2215","trehuaco ","sí","no pertenece a ningún pueblo indígena","mujer",111950.752941176
"2216","yungay ","sí","no pertenece a ningún pueblo indígena","mujer",109107.814159292
"2217","temuco ","sí","no pertenece a ningún pueblo indígena","mujer",311802.608187134
"2218","carahue ","sí","no pertenece a ningún pueblo indígena","mujer",118640.220588235
"2219","cunco ","sí","no pertenece a ningún pueblo indígena","mujer",133678.788235294
"2220","curarrehue ","sí","no pertenece a ningún pueblo indígena","mujer",173475.361702128
"2221","freire ","sí","no pertenece a ningún pueblo indígena","mujer",145706.953846154
"2222","galvarino ","sí","no pertenece a ningún pueblo indígena","mujer",104486.24137931
"2223","gorbea ","sí","no pertenece a ningún pueblo indígena","mujer",136790.164948454
"2224","lautaro ","sí","no pertenece a ningún pueblo indígena","mujer",180313.590361446
"2225","loncoche ","sí","no pertenece a ningún pueblo indígena","mujer",121948.074468085
"2226","melipeuco ","sí","no pertenece a ningún pueblo indígena","mujer",143915.407407407
"2227","nueva imperial ","sí","no pertenece a ningún pueblo indígena","mujer",171917.574074074
"2228","padre las casas ","sí","no pertenece a ningún pueblo indígena","mujer",239013.314814815
"2229","perquenco ","sí","no pertenece a ningún pueblo indígena","mujer",137748.558823529
"2230","pitrufquén ","sí","no pertenece a ningún pueblo indígena","mujer",194872.253012048
"2231","pucón ","sí","no pertenece a ningún pueblo indígena","mujer",148997.271929825
"2232","saavedra ","sí","no pertenece a ningún pueblo indígena","mujer",225171.236842105
"2233","teodoro schimdt ","sí","no pertenece a ningún pueblo indígena","mujer",149091.75
"2234","toltén ","sí","no pertenece a ningún pueblo indígena","mujer",120240.75
"2235","vilcún ","sí","no pertenece a ningún pueblo indígena","mujer",145269.242857143
"2236","villarrica ","sí","no pertenece a ningún pueblo indígena","mujer",223358.607843137
"2237","cholchol ","sí","no pertenece a ningún pueblo indígena","mujer",111584.92
"2238","angol ","sí","no pertenece a ningún pueblo indígena","mujer",225076.246376812
"2239","collipulli ","sí","no pertenece a ningún pueblo indígena","mujer",147665.233766234
"2240","curacautín ","sí","no pertenece a ningún pueblo indígena","mujer",146935.990566038
"2241","ercilla ","sí","no pertenece a ningún pueblo indígena","mujer",121079.814814815
"2242","lonquimay ","sí","no pertenece a ningún pueblo indígena","mujer",177177.014084507
"2243","los sauces ","sí","no pertenece a ningún pueblo indígena","mujer",137914.306122449
"2244","lumaco ","sí","no pertenece a ningún pueblo indígena","mujer",101105.976744186
"2245","purén ","sí","no pertenece a ningún pueblo indígena","mujer",190514.591836735
"2246","renaico ","sí","no pertenece a ningún pueblo indígena","mujer",104034.090909091
"2247","traiguén ","sí","no pertenece a ningún pueblo indígena","mujer",151734.12
"2248","victoria ","sí","no pertenece a ningún pueblo indígena","mujer",227425.782608696
"2249","puerto montt ","sí","no pertenece a ningún pueblo indígena","mujer",257825.128654971
"2250","calbuco ","sí","no pertenece a ningún pueblo indígena","mujer",231977.353658537
"2251","cochamó ","sí","no pertenece a ningún pueblo indígena","mujer",386586.119047619
"2252","fresia ","sí","no pertenece a ningún pueblo indígena","mujer",174409.369047619
"2253","frutillar ","sí","no pertenece a ningún pueblo indígena","mujer",226472.170212766
"2254","los muermos ","sí","no pertenece a ningún pueblo indígena","mujer",200551.114942529
"2255","llanquihue ","sí","no pertenece a ningún pueblo indígena","mujer",205104.514851485
"2256","maullín ","sí","no pertenece a ningún pueblo indígena","mujer",165365.833333333
"2257","puerto varas ","sí","no pertenece a ningún pueblo indígena","mujer",280770.884955752
"2258","castro ","sí","no pertenece a ningún pueblo indígena","mujer",214670.274193548
"2259","ancud ","sí","no pertenece a ningún pueblo indígena","mujer",265557.925619835
"2260","chonchi ","sí","no pertenece a ningún pueblo indígena","mujer",172676.058823529
"2261","curaco de vélez ","sí","no pertenece a ningún pueblo indígena","mujer",169420.043010753
"2262","dalcahue ","sí","no pertenece a ningún pueblo indígena","mujer",180328.390243902
"2263","puqueldón ","sí","no pertenece a ningún pueblo indígena","mujer",172814.323809524
"2264","queilén ","sí","no pertenece a ningún pueblo indígena","mujer",151156.444444444
"2265","quellón ","sí","no pertenece a ningún pueblo indígena","mujer",165155.112244898
"2266","quemchi ","sí","no pertenece a ningún pueblo indígena","mujer",190289.727272727
"2267","quinchao ","sí","no pertenece a ningún pueblo indígena","mujer",258511.731958763
"2268","osorno ","sí","no pertenece a ningún pueblo indígena","mujer",280087.228187919
"2269","puerto octay ","sí","no pertenece a ningún pueblo indígena","mujer",205025.78021978
"2270","purranque ","sí","no pertenece a ningún pueblo indígena","mujer",131986.943820225
"2271","puyehue ","sí","no pertenece a ningún pueblo indígena","mujer",94381.1780821918
"2272","río negro ","sí","no pertenece a ningún pueblo indígena","mujer",125127.802816901
"2273","san juan de la costa ","sí","no pertenece a ningún pueblo indígena","mujer",196239.909090909
"2274","san pablo ","sí","no pertenece a ningún pueblo indígena","mujer",215550.7375
"2275","chaitén ","sí","no pertenece a ningún pueblo indígena","mujer",229500.216666667
"2276","futaleufú ","sí","no pertenece a ningún pueblo indígena","mujer",210970.674157303
"2277","hualaihué ","sí","no pertenece a ningún pueblo indígena","mujer",214068.144927536
"2278","palena ","sí","no pertenece a ningún pueblo indígena","mujer",213316.164705882
"2279","valdivia ","sí","no pertenece a ningún pueblo indígena","mujer",232764.824675325
"2280","corral ","sí","no pertenece a ningún pueblo indígena","mujer",163908.5
"2281","futrono ","sí","no pertenece a ningún pueblo indígena","mujer",194410.976190476
"2282","la unión ","sí","no pertenece a ningún pueblo indígena","mujer",145025.560747664
"2283","lago ranco ","sí","no pertenece a ningún pueblo indígena","mujer",141604.740740741
"2284","lanco ","sí","no pertenece a ningún pueblo indígena","mujer",160249.703296703
"2285","los lagos ","sí","no pertenece a ningún pueblo indígena","mujer",203462.820754717
"2286","máfil ","sí","no pertenece a ningún pueblo indígena","mujer",154366.305555556
"2287","mariquina ","sí","no pertenece a ningún pueblo indígena","mujer",154898.366197183
"2288","paillaco ","sí","no pertenece a ningún pueblo indígena","mujer",151446.359550562
"2289","panguipulli ","sí","no pertenece a ningún pueblo indígena","mujer",155508.947368421
"2290","río bueno ","sí","no pertenece a ningún pueblo indígena","mujer",191625.76744186
"2291","coyhaique ","sí","no pertenece a ningún pueblo indígena","mujer",230886.84375
"2292","aisén ","sí","no pertenece a ningún pueblo indígena","mujer",260921.06557377
"2293","cisnes ","sí","no pertenece a ningún pueblo indígena","mujer",320728.673076923
"2294","cochrane ","sí","no pertenece a ningún pueblo indígena","mujer",343541.273809524
"2295","chile chico ","sí","no pertenece a ningún pueblo indígena","mujer",314682.791666667
"2296","río ibáñez ","sí","no pertenece a ningún pueblo indígena","mujer",231536.307692308
"2297","punta arenas ","sí","no pertenece a ningún pueblo indígena","mujer",283207.491712707
"2298","san gregorio ","sí","no pertenece a ningún pueblo indígena","mujer",323962.2
"2299","cabo de hornos ","sí","no pertenece a ningún pueblo indígena","mujer",491883.824561403
"2300","porvenir ","sí","no pertenece a ningún pueblo indígena","mujer",367610.085365854
"2301","primavera ","sí","no pertenece a ningún pueblo indígena","mujer",232629.763157895
"2302","natales ","sí","no pertenece a ningún pueblo indígena","mujer",240233.386904762
"2303","santiago ","sí","no pertenece a ningún pueblo indígena","mujer",423619.435897436
"2304","cerrillos ","sí","no pertenece a ningún pueblo indígena","mujer",213196.581699346
"2305","cerro navia ","sí","no pertenece a ningún pueblo indígena","mujer",174749.219251337
"2306","conchalí ","sí","no pertenece a ningún pueblo indígena","mujer",204964.334951456
"2307","el bosque ","sí","no pertenece a ningún pueblo indígena","mujer",193516.98974359
"2308","estación central ","sí","no pertenece a ningún pueblo indígena","mujer",301922.287958115
"2309","huechuraba ","sí","no pertenece a ningún pueblo indígena","mujer",269194.980519481
"2310","independencia ","sí","no pertenece a ningún pueblo indígena","mujer",250259.260869565
"2311","la cisterna ","sí","no pertenece a ningún pueblo indígena","mujer",329581.291044776
"2312","la florida ","sí","no pertenece a ningún pueblo indígena","mujer",348171.144927536
"2313","la granja ","sí","no pertenece a ningún pueblo indígena","mujer",198218.138888889
"2314","la pintana ","sí","no pertenece a ningún pueblo indígena","mujer",155316.02617801
"2315","la reina ","sí","no pertenece a ningún pueblo indígena","mujer",553518.463855422
"2316","las condes ","sí","no pertenece a ningún pueblo indígena","mujer",741483.426666667
"2317","lo barnechea ","sí","no pertenece a ningún pueblo indígena","mujer",392971.375838926
"2318","lo espejo ","sí","no pertenece a ningún pueblo indígena","mujer",164094.178343949
"2319","lo prado ","sí","no pertenece a ningún pueblo indígena","mujer",216818.345454545
"2320","macul ","sí","no pertenece a ningún pueblo indígena","mujer",225885.752475248
"2321","maipú ","sí","no pertenece a ningún pueblo indígena","mujer",271994.183246073
"2322","Ñuñoa ","sí","no pertenece a ningún pueblo indígena","mujer",576922.304166667
"2323","pedro aguirre cerda ","sí","no pertenece a ningún pueblo indígena","mujer",232002.169230769
"2324","peñalolén ","sí","no pertenece a ningún pueblo indígena","mujer",267543.76744186
"2325","providencia ","sí","no pertenece a ningún pueblo indígena","mujer",696169.125
"2326","pudahuel ","sí","no pertenece a ningún pueblo indígena","mujer",213945.308571429
"2327","quilicura ","sí","no pertenece a ningún pueblo indígena","mujer",281083.331125828
"2328","quinta normal ","sí","no pertenece a ningún pueblo indígena","mujer",221990.666666667
"2329","recoleta ","sí","no pertenece a ningún pueblo indígena","mujer",212653.343023256
"2330","renca ","sí","no pertenece a ningún pueblo indígena","mujer",225589.993506494
"2331","san joaquín ","sí","no pertenece a ningún pueblo indígena","mujer",271965.468571429
"2332","san miguel ","sí","no pertenece a ningún pueblo indígena","mujer",514559.26744186
"2333","san ramón ","sí","no pertenece a ningún pueblo indígena","mujer",176804.987096774
"2334","vitacura ","sí","no pertenece a ningún pueblo indígena","mujer",858335.945945946
"2335","puente alto ","sí","no pertenece a ningún pueblo indígena","mujer",234628.025906736
"2336","pirque ","sí","no pertenece a ningún pueblo indígena","mujer",232060.99375
"2337","san josé de maipo ","sí","no pertenece a ningún pueblo indígena","mujer",228365.382978723
"2338","colina ","sí","no pertenece a ningún pueblo indígena","mujer",262143.396946565
"2339","lampa ","sí","no pertenece a ningún pueblo indígena","mujer",156886.646017699
"2340","tiltil ","sí","no pertenece a ningún pueblo indígena","mujer",207174.776923077
"2341","san bernardo ","sí","no pertenece a ningún pueblo indígena","mujer",260668.40397351
"2342","buin ","sí","no pertenece a ningún pueblo indígena","mujer",219023.972972973
"2343","calera de tango ","sí","no pertenece a ningún pueblo indígena","mujer",303851.994382022
"2344","paine ","sí","no pertenece a ningún pueblo indígena","mujer",203862.292857143
"2345","melipilla ","sí","no pertenece a ningún pueblo indígena","mujer",217997.365853659
"2346","alhué ","sí","no pertenece a ningún pueblo indígena","mujer",142229.724137931
"2347","curacaví ","sí","no pertenece a ningún pueblo indígena","mujer",259411.794285714
"2348","maría pinto ","sí","no pertenece a ningún pueblo indígena","mujer",148081.485294118
"2349","san pedro ","sí","no pertenece a ningún pueblo indígena","mujer",169733.073684211
"2350","talagante ","sí","no pertenece a ningún pueblo indígena","mujer",269004.280254777
"2351","el monte ","sí","no pertenece a ningún pueblo indígena","mujer",297612.060606061
"2352","isla de maipo ","sí","no pertenece a ningún pueblo indígena","mujer",198568.375886525
"2353","padre hurtado ","sí","no pertenece a ningún pueblo indígena","mujer",174864.564285714
"2354","peñaflor ","sí","no pertenece a ningún pueblo indígena","mujer",217793.356321839
"2355","iquique ","no","no pertenece a ningún pueblo indígena","mujer",114012
"2356","camiña ","no","no pertenece a ningún pueblo indígena","mujer",144962
"2357","huara ","no","no pertenece a ningún pueblo indígena","mujer",82932.4
"2358","pica ","no","no pertenece a ningún pueblo indígena","mujer",44186
"2359","pozo almonte ","no","no pertenece a ningún pueblo indígena","mujer",45191
"2360","alto hospicio ","no","no pertenece a ningún pueblo indígena","mujer",34953.75
"2361","arica ","no","no pertenece a ningún pueblo indígena","mujer",91592
"2362","camarones ","no","no pertenece a ningún pueblo indígena","mujer",138206
"2363","putre ","no","no pertenece a ningún pueblo indígena","mujer",116737.333333333
"2364","antofagasta ","no","no pertenece a ningún pueblo indígena","mujer",44186
"2365","mejillones ","no","no pertenece a ningún pueblo indígena","mujer",117723.125
"2366","sierra gorda ","no","no pertenece a ningún pueblo indígena","mujer",165222.125
"2367","taltal ","no","no pertenece a ningún pueblo indígena","mujer",358663.714285714
"2368","calama ","no","no pertenece a ningún pueblo indígena","mujer",86517.8333333333
"2369","ollague ","no","no pertenece a ningún pueblo indígena","mujer",NA
"2370","tocopilla ","no","no pertenece a ningún pueblo indígena","mujer",72404.125
"2371","maría elena ","no","no pertenece a ningún pueblo indígena","mujer",76719
"2372","copiapó ","no","no pertenece a ningún pueblo indígena","mujer",109248.666666667
"2373","caldera ","no","no pertenece a ningún pueblo indígena","mujer",126346.2
"2374","tierra amarilla ","no","no pertenece a ningún pueblo indígena","mujer",116775
"2375","chañaral ","no","no pertenece a ningún pueblo indígena","mujer",82996
"2376","diego de almagro ","no","no pertenece a ningún pueblo indígena","mujer",79308.25
"2377","vallenar ","no","no pertenece a ningún pueblo indígena","mujer",75826
"2378","alto del carmen ","no","no pertenece a ningún pueblo indígena","mujer",97030.4
"2379","freirina ","no","no pertenece a ningún pueblo indígena","mujer",72461.4444444444
"2380","huasco ","no","no pertenece a ningún pueblo indígena","mujer",89479.6666666667
"2381","la serena ","no","no pertenece a ningún pueblo indígena","mujer",87262.4
"2382","coquimbo ","no","no pertenece a ningún pueblo indígena","mujer",51905.8
"2383","andacollo ","no","no pertenece a ningún pueblo indígena","mujer",71875.1111111111
"2384","la higuera ","no","no pertenece a ningún pueblo indígena","mujer",80836.2857142857
"2385","paihuano ","no","no pertenece a ningún pueblo indígena","mujer",71902.5555555556
"2386","vicuña ","no","no pertenece a ningún pueblo indígena","mujer",81368
"2387","illapel ","no","no pertenece a ningún pueblo indígena","mujer",105432.055555556
"2388","canela ","no","no pertenece a ningún pueblo indígena","mujer",65304.7333333333
"2389","los vilos ","no","no pertenece a ningún pueblo indígena","mujer",60766.2
"2390","salamanca ","no","no pertenece a ningún pueblo indígena","mujer",63395.9411764706
"2391","ovalle ","no","no pertenece a ningún pueblo indígena","mujer",73602
"2392","combarbalá ","no","no pertenece a ningún pueblo indígena","mujer",63074.0666666667
"2393","monte patria ","no","no pertenece a ningún pueblo indígena","mujer",62518.1818181818
"2394","punitaqui ","no","no pertenece a ningún pueblo indígena","mujer",77320.3125
"2395","río hurtado ","no","no pertenece a ningún pueblo indígena","mujer",85449.4
"2396","valparaíso ","no","no pertenece a ningún pueblo indígena","mujer",56844.4444444444
"2397","casablanca ","no","no pertenece a ningún pueblo indígena","mujer",92223.75
"2398","concón ","no","no pertenece a ningún pueblo indígena","mujer",209127.75
"2399","puchuncaví ","no","no pertenece a ningún pueblo indígena","mujer",46683
"2400","quilpué ","no","no pertenece a ningún pueblo indígena","mujer",69812
"2401","quintero ","no","no pertenece a ningún pueblo indígena","mujer",132679.5
"2402","villa alemana ","no","no pertenece a ningún pueblo indígena","mujer",75642.2
"2403","viña del mar ","no","no pertenece a ningún pueblo indígena","mujer",81553.7777777778
"2404","los andes ","no","no pertenece a ningún pueblo indígena","mujer",51931
"2405","calle larga ","no","no pertenece a ningún pueblo indígena","mujer",94056.5384615385
"2406","rinconada ","no","no pertenece a ningún pueblo indígena","mujer",84702.4285714286
"2407","san esteban ","no","no pertenece a ningún pueblo indígena","mujer",106317.25
"2408","la ligua ","no","no pertenece a ningún pueblo indígena","mujer",63771.7692307692
"2409","cabildo ","no","no pertenece a ningún pueblo indígena","mujer",79238.2727272727
"2410","papudo ","no","no pertenece a ningún pueblo indígena","mujer",51577.8
"2411","petorca ","no","no pertenece a ningún pueblo indígena","mujer",92692.1428571429
"2412","zapallar ","no","no pertenece a ningún pueblo indígena","mujer",75728.7
"2413","quillota ","no","no pertenece a ningún pueblo indígena","mujer",66913.2
"2414","la calera ","no","no pertenece a ningún pueblo indígena","mujer",74509.5
"2415","hijuelas ","no","no pertenece a ningún pueblo indígena","mujer",67540.5
"2416","la cruz ","no","no pertenece a ningún pueblo indígena","mujer",81067.4285714286
"2417","limache ","no","no pertenece a ningún pueblo indígena","mujer",74619.2222222222
"2418","nogales ","no","no pertenece a ningún pueblo indígena","mujer",72851.5555555556
"2419","olmué ","no","no pertenece a ningún pueblo indígena","mujer",89884.5714285714
"2420","san antonio ","no","no pertenece a ningún pueblo indígena","mujer",113898.222222222
"2421","algarrobo ","no","no pertenece a ningún pueblo indígena","mujer",77770.4285714286
"2422","cartagena ","no","no pertenece a ningún pueblo indígena","mujer",47707.5
"2423","el quisco ","no","no pertenece a ningún pueblo indígena","mujer",114765.333333333
"2424","el tabo ","no","no pertenece a ningún pueblo indígena","mujer",70616.8333333333
"2425","santo domingo ","no","no pertenece a ningún pueblo indígena","mujer",78250.5833333333
"2426","san felipe ","no","no pertenece a ningún pueblo indígena","mujer",67686.25
"2427","catemu ","no","no pertenece a ningún pueblo indígena","mujer",62603.5
"2428","llay llay ","no","no pertenece a ningún pueblo indígena","mujer",86131.0833333333
"2429","panquehue ","no","no pertenece a ningún pueblo indígena","mujer",63763.9090909091
"2430","putaendo ","no","no pertenece a ningún pueblo indígena","mujer",95198.8
"2431","santa maría ","no","no pertenece a ningún pueblo indígena","mujer",62797.7142857143
"2432","rancagua ","no","no pertenece a ningún pueblo indígena","mujer",76148.3333333333
"2433","codegua ","no","no pertenece a ningún pueblo indígena","mujer",68513.6666666667
"2434","coinco ","no","no pertenece a ningún pueblo indígena","mujer",69206.5
"2435","coltauco ","no","no pertenece a ningún pueblo indígena","mujer",54420.6666666667
"2436","doñihue ","no","no pertenece a ningún pueblo indígena","mujer",82973.3
"2437","graneros ","no","no pertenece a ningún pueblo indígena","mujer",112238.133333333
"2438","las cabras ","no","no pertenece a ningún pueblo indígena","mujer",82869.4210526316
"2439","machalí ","no","no pertenece a ningún pueblo indígena","mujer",71129
"2440","malloa ","no","no pertenece a ningún pueblo indígena","mujer",51882.7142857143
"2441","mostazal ","no","no pertenece a ningún pueblo indígena","mujer",78701.2142857143
"2442","olivar ","no","no pertenece a ningún pueblo indígena","mujer",64894.9090909091
"2443","peumo ","no","no pertenece a ningún pueblo indígena","mujer",74182.5384615385
"2444","pichidegua ","no","no pertenece a ningún pueblo indígena","mujer",86262.9473684211
"2445","quinta de tilcoco ","no","no pertenece a ningún pueblo indígena","mujer",66172.7272727273
"2446","rengo ","no","no pertenece a ningún pueblo indígena","mujer",67849
"2447","requínoa ","no","no pertenece a ningún pueblo indígena","mujer",66345.375
"2448","san vicente ","no","no pertenece a ningún pueblo indígena","mujer",75000.1
"2449","pichilemu ","no","no pertenece a ningún pueblo indígena","mujer",82079.8571428571
"2450","la estrella ","no","no pertenece a ningún pueblo indígena","mujer",102474.5
"2451","litueche ","no","no pertenece a ningún pueblo indígena","mujer",69377.8125
"2452","marchihue ","no","no pertenece a ningún pueblo indígena","mujer",73264.6111111111
"2453","navidad ","no","no pertenece a ningún pueblo indígena","mujer",56925.8
"2454","paredones ","no","no pertenece a ningún pueblo indígena","mujer",74224.9523809524
"2455","san fernando ","no","no pertenece a ningún pueblo indígena","mujer",73723.2
"2456","chépica ","no","no pertenece a ningún pueblo indígena","mujer",77493.9411764706
"2457","chimbarongo ","no","no pertenece a ningún pueblo indígena","mujer",62311.4285714286
"2458","lolol ","no","no pertenece a ningún pueblo indígena","mujer",70027.9
"2459","nancagua ","no","no pertenece a ningún pueblo indígena","mujer",98465.5
"2460","palmilla ","no","no pertenece a ningún pueblo indígena","mujer",76910.6666666667
"2461","peralillo ","no","no pertenece a ningún pueblo indígena","mujer",78513.8
"2462","placilla ","no","no pertenece a ningún pueblo indígena","mujer",80280.875
"2463","pumanque ","no","no pertenece a ningún pueblo indígena","mujer",77091.05
"2464","santa cruz ","no","no pertenece a ningún pueblo indígena","mujer",67693.5714285714
"2465","talca ","no","no pertenece a ningún pueblo indígena","mujer",61387.8333333333
"2466","constitución ","no","no pertenece a ningún pueblo indígena","mujer",78894.75
"2467","curepto ","no","no pertenece a ningún pueblo indígena","mujer",53405.4444444444
"2468","empedrado ","no","no pertenece a ningún pueblo indígena","mujer",56069.3181818182
"2469","maule ","no","no pertenece a ningún pueblo indígena","mujer",68172.8181818182
"2470","pelarco ","no","no pertenece a ningún pueblo indígena","mujer",77858.7647058823
"2471","pencahue ","no","no pertenece a ningún pueblo indígena","mujer",72301.7666666667
"2472","río claro ","no","no pertenece a ningún pueblo indígena","mujer",77400.2941176471
"2473","san clemente ","no","no pertenece a ningún pueblo indígena","mujer",70231.8
"2474","san rafael ","no","no pertenece a ningún pueblo indígena","mujer",95739.1666666667
"2475","cauquenes ","no","no pertenece a ningún pueblo indígena","mujer",70459.5
"2476","chanco ","no","no pertenece a ningún pueblo indígena","mujer",62568.1428571429
"2477","pelluhue ","no","no pertenece a ningún pueblo indígena","mujer",58654.9333333333
"2478","curicó ","no","no pertenece a ningún pueblo indígena","mujer",70533.0909090909
"2479","hualañé ","no","no pertenece a ningún pueblo indígena","mujer",62310.4117647059
"2480","licantén ","no","no pertenece a ningún pueblo indígena","mujer",73756.75
"2481","molina ","no","no pertenece a ningún pueblo indígena","mujer",72347.5714285714
"2482","rauco ","no","no pertenece a ningún pueblo indígena","mujer",86898.0416666667
"2483","romeral ","no","no pertenece a ningún pueblo indígena","mujer",79767.7727272727
"2484","sagrada familia ","no","no pertenece a ningún pueblo indígena","mujer",130800.615384615
"2485","teno ","no","no pertenece a ningún pueblo indígena","mujer",86915.7619047619
"2486","vichuquén ","no","no pertenece a ningún pueblo indígena","mujer",76347.8125
"2487","linares ","no","no pertenece a ningún pueblo indígena","mujer",111599.666666667
"2488","colbún ","no","no pertenece a ningún pueblo indígena","mujer",61725.2307692308
"2489","longaví ","no","no pertenece a ningún pueblo indígena","mujer",67004.3703703704
"2490","parral ","no","no pertenece a ningún pueblo indígena","mujer",62331.8181818182
"2491","retiro ","no","no pertenece a ningún pueblo indígena","mujer",36463.3548387097
"2492","san javier ","no","no pertenece a ningún pueblo indígena","mujer",129213.5
"2493","villa alegre ","no","no pertenece a ningún pueblo indígena","mujer",61818.5
"2494","yerbas buenas ","no","no pertenece a ningún pueblo indígena","mujer",66265.1875
"2495","concepción ","no","no pertenece a ningún pueblo indígena","mujer",66511.6
"2496","coronel ","no","no pertenece a ningún pueblo indígena","mujer",94668.9166666667
"2497","chiguayante ","no","no pertenece a ningún pueblo indígena","mujer",40250.6666666667
"2498","florida ","no","no pertenece a ningún pueblo indígena","mujer",72774.8695652174
"2499","hualqui ","no","no pertenece a ningún pueblo indígena","mujer",53321.35
"2500","lota ","no","no pertenece a ningún pueblo indígena","mujer",78215.2857142857
"2501","penco ","no","no pertenece a ningún pueblo indígena","mujer",58970.75
"2502","san pedro de la paz ","no","no pertenece a ningún pueblo indígena","mujer",66017.375
"2503","santa juana ","no","no pertenece a ningún pueblo indígena","mujer",64858.1111111111
"2504","talcahuano ","no","no pertenece a ningún pueblo indígena","mujer",74888
"2505","tomé ","no","no pertenece a ningún pueblo indígena","mujer",90284.1538461538
"2506","hualpén ","no","no pertenece a ningún pueblo indígena","mujer",71344.1666666667
"2507","lebu ","no","no pertenece a ningún pueblo indígena","mujer",54314.0666666667
"2508","arauco ","no","no pertenece a ningún pueblo indígena","mujer",72007.125
"2509","cañete ","no","no pertenece a ningún pueblo indígena","mujer",62859.7777777778
"2510","contulmo ","no","no pertenece a ningún pueblo indígena","mujer",55169.0909090909
